,review,date,country,rating,name,type
169,"The first casino experience of my life was too casual and beatiful. It seemed to me that the old woman, her aunt, really caught on as he seemed to be inside the shopping center. It is overwhelmed that the table of the game lies side by side narrowing. The colonnade is big and occasionally the cheers rise from downstairs. Is it a high-premium table? While searching a bit, I looked for a small roulette of money and I calmly sit back so as not to be swallowed by a scary atmosphere. As I got no hands, I was swept away around 100 dollars to keep changing, but I was very frightened when I saw the bill being swallowed in the table. Well, I think that it is good to go calmly to see it calmly as one of my life experiences. You can play with Singapore dollar cash on all occasions or on board, so be sure to go through with your passport check.",2014-12-29,Kanagawa Prefecture,bubble_30,mirekoro,Couple
170,"Wherever the casino went, it was a smokey impression, but ventilation and smoke separation were effective and a comfortable space. You can play relaxedly.",2014-12-22,N.A.,bubble_40,minto0000,Couple
171,"We brought our passports, but it was a hassle to get in. And no one was friendly during the check-in process, very un-Singapore like.Casino is much less claustrophobic compared to casinos in Vegas. But compared to a Vegas casino, it seemed to be much quieter. No one was happy here. Everyone was serious. The hotel employees, especially at the Blackjack tables were bleak, no smiles, even when they took my 50 SGD in 20 seconds. Yes, the minimums at the Blackjack table were $25. I was out $50 in 20 seconds. At that point we decided to leave. Not a great experience.",2014-12-21,San Francisco,bubble_20,AsiaTravelin,Couple
172,"First time round couldn't get in, no passport, just photo ID & photo of passport- not good enough. Inside, pretty standard cas, nothing exciting, expensive drinks..",2014-12-19,"Townsville, Australia",bubble_10,TmeForOverseas,Couple
173,"I'm not a gambler, but I enjoyed visiting the casino. The smokers part is stifling, better the non smoker top. It serves water and juices and has places to use coffee and soft drinks in machines.",2014-12-06,"Campina Grande, PB",bubble_40,HelberSoutoMaior,Couple
174,"Located under the hotel, the entrance on the passport - all very strictly. For foreigners admission is free. It is better not to take a camera, since photography is prohibited and you may run into trouble. Several floors with tables and machine guns, it is interesting to watch from the very top how people squander money at the tables :)",2014-11-16,"St. Petersburg, Russia",bubble_50,saprykin,Couple
175,"Casino is highly secure so without a passport or driver's licence you will not be able to enter. Atmosphere was nice, although people smoking was a little annoying. The usual games of roulette, blackjack, the wheel etc. are available and the varying levels of the casino are a nice touch. It could do with more variety regarding restaurants though.",2014-11-09,N.A.,bubble_40,Jan D,Couple
176,"We went with his wife when we lived at the hotel, a very interesting entertainment, for us it was like the first time! Even won 300 dollars) a lot of tables, minimum bids, interesting!",2014-11-08,N.A.,bubble_40,Ivan P,Couple
177,"Is huge and a great place to have a good time and try your luck, the experience is worth a visit for sure",2014-11-08,"Mumbai, India",bubble_50,gemini31_rahul,Couple
178,You have to see it!!!the building is perfect!!!!very very clean...and very big hall for playing games!!!!slot machine or poker....smoking is allowed is some halls!!!!!,2014-10-23,N.A.,bubble_40,ingrind,Couple
179,"Pros: Free soda water, Big Area, Lots of Options, Won on Slot Machines. Cons: Smoke everywhere, hard to breath, Security is tight, took about 3 minutes to check in bag (lots of red tape), ended up winning on slots yet losing on my health with all that smoke. Room was quite boring compared to Las Vegas--more fun there. Go Vegas or if in Asia Macau so less hassle and less smoke.",2014-10-16,Vietnam,bubble_10,Starhawk029,Couple
180,"Building is spectacular. Houses a hotel, casino, mall and canals.  Located on the bay with wonderful vistas.  Something for everyone!",2014-10-11,"York, Pennsylvania",bubble_50,MJ0213,Couple
181,"This was my first casino experience. Half pants and the like are not like there is no dress code with NG, there are also a lot of people who are quite casual appearance. The casino has a slot etc which can play with a small amount so as to surround the table game . First of all, I played a game here and learned how to do it. Smoking is possible inside, so it is quite smoky. Although it is crowded with Chinese tourists, English is also used for explanation etc and it was easy to understand. Without limit of time, I felt easy to go out easily because it is open 24 hours .",2014-09-24,Tokyo,bubble_30,moosekun,Couple
182,If going to the casino make sure you take your passport. We arrived and had to go back to the hotel to get our passports as they have very tight security upon entering.,2014-09-13,N.A.,bubble_40,Donna T,Couple
183,"No bars to purchase drinks from, only from a trolley vendor lady which was hard to locate. Minimum table for blackjack was $25. Security scan your passport upon entry and exit. Cigarette Smoke everywhere. Not worth the hassle. Better casinos in Vegas, Macau and Australia.",2014-09-12,"Perth, Western Australia, Australia",bubble_20,Nathan G,Couple
184,"It was kind of fun to loose a hundred dollars, but really, should one be doing this on vacation? If you ""have"" to loose some money go there, but really there are tons of other things to do in town. Do some of them.",2014-08-27,"Olympia, Washington",bubble_30,Robert L,Couple
185,"Even a casual visitor can enjoy themselves here playing as little as 1$.If in doubt, ask the helpful, but busy staff.Read my review in the CEYLON TODAY newspaper, this week.",2014-08-21,australia,bubble_40,daffyk,Couple
186,"Well I had been to casinos before but the casino at Marina Bay Sands is simply awesome. It has a great feel to it and is huge in size, with complimentary drinks.",2014-08-04,"New Delhi, India",bubble_50,Ranjeet b,Couple
187,"Disappointing visit, strict security doesn't allow bags to be taken inside, no photos allowed and passports scrutinised on entry, as soon as we entered the casino the smoky atmosphere was overwhelming, smoking is allowed inside the casino, unbelievable in Singapore! It seems if you are spending big amounts of money you are allowed to do whatever you want!Didn't stay long before we left for the fresh air.",2014-08-02,"Cairns, Australia",bubble_20,Colin C,Couple
188,This was ok to see but because we were not willing to pay the $100.00 entry fee due to our limited budget we did not get to see the inside of the Casino.,2014-07-30,"Sentosa Island, Singapore",bubble_20,James T,Couple
189,"I decided to visit because it was a hot topic. I showed my passport at the entrance and put it in silently. Inside the drinks are free, so I took a bottle of water and went round and round. Chinese people are making noise in the table with a loud voice. It is quite difficult for Japanese people to enter! I did a roulette machine on the second floor. I wonder if it did not make me feel so much fun. Is it good for the story of the story!",2014-07-17,"Hawaiian Beaches, Hawaii, United States",bubble_30,Trek805910,Couple
190,"Went here for my birthday, thought it might be a great day out but never got further then the lobby. My husband had an expensive camera with him and we were denied access because as they said ""no cameras allowed"" which is not true! It only applies to normal cameras but camera phones, ipads etc are all allowed into the casino with no hesitation.So we went to deposit it and when it was done they asked for passports. Now, why would I walk around in Singapore carrying one of my most valuable items? No where did it say that I needed my passport until I got there and we were denied entry even though we offered to pay our way in.We ended up having to go back to the hotel without getting in and by that time I was so fed up with it all that I didn't want to go back.",2014-07-13,Perth,bubble_20,RoseAnna74,Couple
191,"Casino area has separate floors like smoking floor, non-smoking floor, private play room...and more...Casino is within shopping mall which is attached to MRT, many dining options so, very convenient. They also have baggage counter outside casino to deposit baggages you are carrying from handbags, cabin bags to suit cases...anything. Casino also has restaurants inside casino which are not even expensive. Al in all. Very nice place to visit.",2014-06-20,"Mumbai, India",bubble_40,Acceptable,Couple
192,Shop for great brands. Very majestic looking mall. Try your luck at the Casino. Filled with Chinese Tourists who love to gamble!!,2014-05-22,"Salmiya, Kuwait",bubble_40,Sachin26582,Couple
193,"Its an experience in itself ! The Casino is enormous to say the least.
Everything is top notch quality. Very organised.
And foreignors have to show their passports for entry...so do carry them along with u.",2014-05-21,"New Delhi, Delhi, India",bubble_40,ArjunW,Couple
194,"Not a gambler, so didn't go in. But the entire building is huge and not crowded. 

I can bet that the Casino inside is well-organized and interesting.",2014-05-17,"Shanghai, China",bubble_40,Dadaniu,Couple
195,Been in the casino in Marina Bay. It was the big casino with many table. I played on the machine and it was broken 2 times. The only thing that I don't like was they playing really high bid there.,2014-05-14,Ho Chi Minh City,bubble_50,SuperCutlery,Couple
196,"When I participated in one day sightseeing in the city, I got a lot of free time at Marina Bay Sands by adjusting the meeting time with other tours. At that time, I did not have enough time to shop, I entered here (twice). If you are a foreigner, you can easily enter if you present your passport. Tobacco sucks, drinks such as mineral water and coffee are also free, cool and the best. We stayed overnight in Baysans, but we also played games at that time. I paid it firmly, but this is also charming (haha). Compared with Korean casino, I felt that there are few Chinese people .... Restaurant in hotel was unexpectedly delicious cheaply.",2014-05-13,Yokohama City,bubble_50,Jet804361,Couple
197,I am so in love with Marina Bay Casino. The best place to chill out at night time. It's so happening and I loved it. Miss it so much. The restaurants there are great and the alcohol and beverage supplies are excellent. It looks epic. Love it and miss it everyday. Would visit someday soon. ,2014-04-29,"Dhaka City, Bangladesh",bubble_50,Globetrotters1117,Couple
198,"As a number of people have noted you MUST show your passport on entry and exit. Annoying but that is the rules. Downstairs you are allowed to smoke so head upstairs to the no smoking floor. We have been here before and note that the table minimum seem to have gone up. You used to be able to play poker for $5 minimum but these tables seem to be gone now. We played roulette - again minimum is $5, and upwards. Poker machines dint seem to pay out at all - unless you were betting big, so we went back to the roulette. The place is nothing special and quite hard to get to - entrance in the shopping mall if you come by MRT.",2014-04-22,"Brisbane, Australia",bubble_30,CAG63,Couple
199,"We decided to try our luck in the Casino on night, first impressions big place on two floors so we walked round first, lots of people smoking at the tables and machines not very inviting for non-smokers. Decided to have a meal upstairs in one of the restaurants which was very good and a reasonable price. Back to the tables won $35 and left too much smoke.",2014-04-13,"Adelaide, Australia",bubble_30,MartinKerrForbes,Couple
200,There are many unique games in Singapore. (I am from Macao) It is worth for a look inside the Casino. But the amount of every bet is too high.,2014-04-08,"Macau, China",bubble_40,cola2102,Couple
201,"Not to mention casinos, of course, there are places to eat, and I think that it is good to go for that. Chinese food is recommended. Also you can enjoy drinking while drinking in the casino! Alcohol is not included",2014-04-02,Chiba,bubble_40,Relax803534,Couple
202,Not sure if it's their rule or Singapore government rule but you must have a passport to get in. They charge $100 if you don't have one or if you are a Singapore citizen. So you walk up give them your passport they look at it move you forward where you have to give it to someone else who scans it then you finally get it. The cage is right by the entrance so if you need to exchange money its pretty easy to do. They have free coffee and soft drink stations everywhere but they do not have any alcohol at least I could not find any anywhere. The casino was quite large lots of table games and slot machines on the first level. Going down a level there is lots more table games. I believe there is probably more tables games here than any casino in Vegas. The place was packed so they must be doing something right. As we were leaving we had to have our passports scanned again. Not that big of a deal but had we not been prepared would have been annoying to come over just to have to leave again to go get the passport.,2014-04-01,"Melbourne, Australia",bubble_30,john262702,Couple
203,"I love to  go there whenever I visit Singapore.  The only thing I play are the slot machines.  I won few times, but not a lot.  It's just for fun :)",2014-03-17,N.A.,bubble_50,Cindy Albert,Couple
204,"I went casinos in several countries, but Singapore casino was the hardest to enter. If you put it in a bag in another country, you need to deposit a camera that is OK with outside cloak. Passport check will be solid like airport as well. It is very safe and beautiful because only people who can pass such security will come in.",2014-03-13,N.A.,bubble_50,travel2shine,Couple
205,"Went to see the casino because we hadn't nothing else to do after 7 fantastic days in Singapore. I knew we probably would not meet 007 sipping shaken Dry Martini but still I was surprised how cheap and brassy it was. A huge arena crowded by elderly Asians who smoked and gambled furiously. Note that there are upper levels for non-smokers. Not so much to see if you are not into gambling.Complimentary water bottles, soda and coffee served in disposable mugs. It kind of resonated what Marina Bay Sands hotel and surrounding mall is all about: a playground for wealthy and wannabe rich people who cannot afford to stay in the hotel. Too busy and tacky to spend quality time but definitely worth visiting.",2014-03-06,"Turku, Finland",bubble_20,Henrik H,Couple
206,"Decided to call into the Casino on the Monday 3rd around 11.30pm night after attending a work ball at MBS since we were staying at MBS for a few days, the shopping forum is amazing and a great experience including the wonderful tea place where they serve you a tea from over 100 choices with food or yummy scones/cakes, had to go through a process to get into the Casino showing passports as the locals have to pay $100 SGD to get in to gamble.Is mostly electronic gaming as opposed to lots of Roulette and gaming tables like you might see at Crown Casino in Melbourne. They do have card tables and the place seemed relatively quiet. Sadly not much can be said for the clientele, dropped a winning gaming voucher while watching the girlfriend play an electronic gaming machine, was $65 and the indian playing next door to us must have quickly picked it up as it hit the floor as no one else was near us where we were playing and I recalled him bobbing down to pick up something but initially though nothing of it, OH Well so much for honesty :-( At least in Australia there is more likely chance of someone making you aware you have dropped something and handing it to you.I certainly wouldn't make a bee line for the Casino unless you are a keen Gambler and want to punt while you are in Singapore. otherwise there are plenty of other enjoyable things to do.",2014-03-06,"Wodonga, Australia",bubble_30,Goldfinger100,Couple
207,"Save your time and go visit the Botanic Garden, or the Skypark, or the Hawkers' markets. Or just ride the MRT around town.It is a hassle to go in, it is a hassle to go out. You need to show your passport when you go in (inconvenient, but reasonable demand), you need to show them again when you go out (what?!).",2014-03-06,"Saint Paul, Minnesota",bubble_10,lab51,Couple
208,"A huge casino where huge sums of money rotate! Anyone with a passport can go here. An incredible variety of games, but it is difficult to understand the rules if you do not have experience in gambling!",2014-03-01,"Vladivostok, Russia",bubble_50,EvgLisena,Couple
209,"They played poker, the manager, a girl from Russia, explained the nuances of the game, they are very responsive. No stiffness, dealers dance, clap their hands. The atmosphere is super!",2014-02-28,"Chelyabinsk, Russia",bubble_50,Club B,Couple
210,"It was in the Casino: Barcelona, ​​Prague, Malaysia located in the mountain region of Genting, and earlier in Moscow. I can safely say that Marina Bay Sands Casino is a worthy place! A lot of slot machines, roulettes, bar area with a concert platform. Entry on passports. When buying chips for playing at roulette, when paying with a plastic card, a percentage is charged. So, come with cash *) Very often, the Casino builds ""pyramids"" for 10-12-14 times ""red"" or ""black"" so that you are very cool!",2014-02-27,"Moscow, Russia",bubble_50,Oliver Controversy,Couple
211,"Had a night out...ensure you take your passport to gain access...lower floor smoking & 2nd floor non-smoking.  No bars, just drink service...Had a win so a good night",2014-01-24,"Darwin, Australia",bubble_40,wiley-nt,Couple
212,"We enjoyed our casino experience but did not feel the need to spend too much time here. The Sands Casino was very clean, not overly smoky, and there were several places for free beverages. The dealers were not especially friendly but there is a good variety of table games and slots. We could not find a blackjack table starting at under $25.",2014-01-21,"Boston, Massachusetts",bubble_30,LovesTheSunshine137,Couple
213,"Dull, boring and no atmosphere! Having your passport to go in and the thoroughly on the way out seems crazy coming from Australia!?

So in other words, no passport and you won't get in.",2014-01-11,N.A.,bubble_20,bwade1985,Couple
214,"We visited for an hour whilst staying at MBS.Entry is free for visitors to SIngapore, however locals are charged an entry fee in an effort to reduce problem gambling (smart idea). We were required to present passports to enter which were examined by Security. We knew about this prior to travelling but still have to wonder what business security have flicking through ourt passports for 2 mins before we enter. Anyway that's the way it was.Upon entry the casino was nothing flash - large open gaming floors lacking atmosphere or pazazz. We had a couple of drinks (not cheap) and checked the place out. Indoor smoking was off putting and poker machine selection appeared limited. There are also no ATM's within the casino so if you realise you need some more money you need to exit the casino to find an ATM and then repeat the whole entry process once again. Very frustrating and offputting - either take enough cash in with you or be prepared to be mucked around if you want to donate more money to the casino.Overall an unremarkable experience - would not be in any rush to return in the future.",2014-01-06,"Mona Vale, Australia",bubble_20,Alex C,Couple
215,"It was easier to get into Singapore than to get into this crappy casino. The immigration at the airport only looked through your passport once but this casino had to check your passport at least 3 times. They checked your passport from front to back, and all the stamps from all the countries you had visited prior and to make sure all the “i”s were dotted and “t”s were crossed. And obviously all the guards who work there also work in prison. How else can you explain their rudeness? They had me checked my backpack before I stood in line and I had to open the bag under the camera for inspection. Make sure I didn’t have any illegal underwear stashed inside. The women behind the counter were an unpleasant bunch. I guess they must be from another country because everyone I met in Singapore so far had been nice and helpful. Once inside there were rows and rows of Baccarat tables and not many of other table games. No sure what attracted the people there because locals have to pay 100 dollars to get in. That was the first time I had ever heard of a casino charging an admission. That’s more expensive than Disney World except no cartoon character was going to come out to hug you and take a picture. Table minimum was 25 dollars plus. People were betting hundreds of dollars in one hand for no apparent reason. We looked around and didn’t see James Bond so we left. On our way out they checked our passport again and I thought they would give us a stamp like we had visited another country but they just looked.",2013-12-07,New Jersey,bubble_10,CWolf1096,Couple
216,"1) You need to cloak your backpack and camera before trying to enter the casino. The staff behind the cloak room were unfriendly. Do not dare to ask them a question.2) You need to have your Passport on you to gain entry. Why? Locals have to pay a S$100 charge to enter the casino. The security guards checking the passports are rude individuals who treat each visitor as though they are attempting something illegal. Becareful as they go through your passport that your immigration card does not fall out. The guards do not seem to care if you lose the card or not. The queue's can be quite long.3) Smoking is allowed everywhere within the casino. Sitting on either side of me at the Rapid Roulette machine were two heavy smokers. I lasted less than 2 minutes. Smokers are at the pokers machines, tables, drink machines and even rest rooms.4) Free water and soft drinks throughout the casino at certain spots.5) Very crowded overall. The casino is immense, but the crowds were even bigger. People bumping into you.6) No where to sit and observe. Therefore people were sitting at poker machines to take a breath, or rest or people watch.7) You need to show your passport on exit. Again the security guards treat you as though you have something to hide and go through your passport - page by page - for no apparent reason. Once again make sure that your immigration card is still in your passport.",2013-11-03,"Newcastle, Australia",bubble_10,540kevinh,Couple
217,"The Marina Bay Sands hotel, casino and shopping plaza, alongside the Art Science Museum are amazing. It is worth paying to go to the 56th floor of the Marina Bay Sands hotel to overlook Singapore - not for anyone with vertigo!",2013-10-18,"London, United Kingdom",bubble_50,jharr1s0n,Couple
218,"It is a 24-hour casino in Marina Bay Sands. I went to around 12 o'clock in the evening when sightseeing and meals ended. There seems to be several entrances, some of which have closed entrances, and I got a little lost to get in, but I managed to get through. The inside of the hall is so wide that you can enjoy various games including slot machines. Even though all you can do is enjoy money. I tried a roulette for 5000 yen equivalent in Japanese yen equivalent experience. You win or lose, eventually it's about plus or minus 0. I wish I could not lose it. There was a free bending machine in the places of the place, so I was drinking a cola.",2013-10-11,Tokyo,bubble_40,sumomo 69,Couple
219,"If your planing to go to the casino, be aware that you can't get in if you are a visitor to Singapore without your passport, we were a bit pissed of as no one told us and of course you don't take your passport out of the hotel if you can help it",2013-10-05,"Perth, Western Australia, Australia",bubble_30,Lesley G,Couple
220,"walking around, shopping, food tester or try to play at their casino is almost the time very fast during there. you will feel really like a big player at casino, they will service you with their free flow drink with no charge at all. you have to try this place if you are at Singapore, otherwise you will feel less somthing.",2013-10-03,Bali,bubble_50,MrJay2013,Couple
221,"We just wanted to have a flutter at the end of a great day in Singapore.....it was still a great day, notwithstanding the knob who didn't allow us entry into the Casino because we didn't have our passports with us. I have now read other reviews and fully agree with those that give this ""attraction"" an unfavourable rating....the manners of Mr F.U, at the Marina Bay Sands Casino version of Checkpoint Charlie ( clearly trained in the 1930's German school of Border diplomacy), were reprehensible. Upon informing me that all Foreigners were required to produce a passport to enter the casino, he immediately shuffled us out of the queue as if we were being evicted for some wrong doing. I have now read an explanation for the passport requirement, something about locals needing to pay $100 for entry (an attempt to prevent locals becoming addicted to gambling! Really? Don't open a casino if you are that concerned about your population, who for the most part have been delightful....from the taxi driver to the restroom attendant)....Anyway, I'm done now, over it, and I hear the odds are really stacked against you at this one....sooooo I will write some nice reviews about our delightful 3 day stopover in Singapore....really an amazing city.",2013-10-03,Sydney,bubble_10,Allan K,Couple
222,Getting into the casino is harder than airport security. And once inside you find there are no ATM's! You've got to go back outside to an ATM and then go through the security all over again. There is no food available except at a restaurant and getting a drink wasn't easy either. It's all business - you play the tables and slots and you either win or lose. Not a lot of fun I have to say.,2013-09-16,"Sydney, Australia",bubble_20,Paul M,Couple
223,even if you don't play it doesn't hurt to see the world. a flashy casino hall where the millionaires were downloaded and taken off by private elevators. all types of bets can be placed in any amount. or traceable. but do not forget to take your passport with you when you see the tables where the main vip return large amounts.,2013-09-02,N.A.,bubble_40,laurel,Couple
224,"It is within the mall of Marina Bay, and the subway is connected directly, so it gained much better access. Because of that, it is pretty crowded on weekends and so on. Even though I'm not interested, I'm low on the door as I can look after shopping.",2013-08-29,Tokyo,bubble_30,Trek809110,Couple
225,"I have been to Las Vegas and Macau casino, but the casino here is the largest size. From major games such as Blackjack and Baccarat to everything from craps and other minor games, I think that you can enjoy it for casino lovers. I did not play the game this time, but perhaps I will be able to enjoy it without getting tired. It seems that the lowest wage (minimum bets) on the lowest floor is small here, and it is expensive if it becomes the upper floor here. As many people wrote, passport is essential for foreigners. It is to distinguish it from the Singaporean.",2013-08-04,N.A.,bubble_50,setoh-traveler,Couple
226,"This review is about the casino only.This casino is as far removed from a vegas casino as you can get. (or any casino for that matter)As a non resident you will need to queue up like airport immigration to have your passport checked just to enter this casino (it is even worse for residents who must pay a $100 entry fee!) Once inside you are greeted with a very average casino, full of smoke and no alcohol is available. Decor drab and machines and tables dull. Oh, you will also need your passport to leave!!Unless you absolutely must gamble, stay clear of this place, you are not missing anything.",2013-08-02,Melbourne,bubble_10,dazman69,Couple
227,"I hope the architect won a prize for the design of this place.It’s massive, well thought out and worth a visit. Please note we did not spend the $400+ per night to stay here.The food court is located on the northern end of the ground floor and it also has a skating rink if you want to lose the kids for a while. Asian and Western foods are available. Finding a seat in peak times is a hassle though.If you have lots of bucks to spend this is the place for you. For us sightseers you could spend 1-2 hours looking through the complex and the lobby of the hotel.Well worth a look.",2013-07-30,Sydney Australia,bubble_40,Scamfinder,Couple
228,"Security is a joke and way too serious. The guy who checked my passport scrutinized it more than a US airport. What are they expecting here, this is Singapore, people are already under control. Nothing special inside, just another place to lose $. The rest of the complex is great but wouldn't worry about going back inside the casino.",2013-07-14,"Perth, Australia",bubble_20,tigerpj,Couple
229,"I dropped by Singapore on my return trip to Bali, Golden Week in 2013. I was curious at famous places, so I went. There were a lot of people. The coup of the observation bar is recommended. If you order a drink, you can enjoy the view without extra charges.",2013-07-01,"Osaka, Japan",bubble_30,global2002,Couple
230,"What an amazing place, as mentioned below you need your passport to get in and even more strangely they check it as you are leaving as well. Also no pictures allowed at all, a few times the couple we were with took their camera out and security were immediately over.... eyes on everything. overall a great casino with a huge variety of games.",2013-06-22,Glasgow,bubble_40,Karen M,Couple
231,Great casino - huge is the word!  Take your passport or you won't be allowed in and leave it in your hand as their is at least 3 checkpoints before you gain access to the floor!,2013-06-02,"Pokolbin, Australia",bubble_30,Jetset_Sassy,Couple
232,"There is no charge to get into the casino - don't forget your passport. Its not in Marina Bay Sands Hotel but across the road in the Mall. I've not been to Las Vegas but have been to Macau and I thought it would be along the lines of those casinos - some of them are out of this world. This casino is huge, staff very helpful but just a bit disappointing - the decor and layout. You have to visit it though just to see it.",2013-05-26,"London, United Kingdom",bubble_30,MBA1888,Couple
233,"We visited the casino proper during our afternoon/evening around Marina Bay. No backpacks allowed (however we did see some rather large handbags being allowed in). I'm not sure what the difference is what I could have had in my backpack would have easily fit into some of these handbags! A double standard in my eyes. Passport are needed for the door staff to identify you as far as I'm aware to distinguish you from the locals who have to pay a tariff to enter as opposed to a foriegner who does not. Upon entry the place had a WOW factor but after walking in and around we became a little disappointed.* No outlet available to purchase a beverage (needed to ask floor staff to bring you one so we just stood in the middle of the gaming floor as we were not able to sit at any of the tables due to us not playing). $20 SGD for a draught beer (approx 350ml and a 170ml wine). * The cigarette smoke was a deterrent* We found the staff that we encountered could have been friendlier * Casino lacked atmosphereAll the latest gaming machines around and very large inter-active gaming with sic-bo, roulette and blackjack all available. High roller suite upstairs and at the time of our visit during March an area on the ground floor was under re-furbishment.We are happy we paid the MBS Casino a visit but would not hurry back, based on the above.",2013-05-04,"Sydney, Australia",bubble_30,Craig M,Couple
234,"Great Wide hall with slot machine, poker, lulete, table games. There are 3 floors throughout the building. There is a dedicated concierge service to help you forget the days.",2013-04-29,"Bangkok, Thailand",bubble_40,Noithee,Couple
235,There is an entrance to the casino on each floor of the Marina Bay Sands shopping center. It is so huge that you get lost easily especially to find the exit that leads us to the hotel Marina Bay sands. Only problem: everyone smokes inside; it's horrible!,2013-04-13,"Noumea, New Caledonia",bubble_50,henril585,Couple
236,"Pool on the roof of the hotel. You can see from the edge into the depths. Unbelievable view. Better than the ferris wheel in Singapore. Very nice hotel, as a guest you can use the roof terrace.",2013-03-26,Marbach,bubble_50,Ingrid F,Couple
237,"Large open casino at the Marina Bay complex. Foreigners must show their passport on entry and exit. Bottom level is for smokers, upper level is non smoking. Slot machines galore from 2 cents and up, possibly others but I did not see all I am sure. Was very crowded on a Friday night as expected, it was Chinese New Years weekend. Sadly I did not walk away a big winner but enjoyed it all the same. Nothing overly special about this casino.",2013-02-17,"Fredericton, Canada",bubble_40,MatthewS4,Couple
238,"After spending an afternoon seeing Gardens by the Bay, my wife and I walked to the Marina Bay Sands. From the outside, the structure was impressive. Once inside, it is just another casino. Since we live in California and visit Las Vegas often, we've seen our share of new and creatively designed casinos. The difference between the Marina Bay Sands and Las Vegas casinos is that there are many more table games and fewer slot machines. There are also two floors instead of the single floor design of most Las Vegas casinos. We had to check in our day pack at a holding area (but not my wife's smaller purse) and show our passports twice before entering. I was also told to either take off my baseball cap or wear it backwards for security purposes. These security measures are a hassle and thankfully absent in Las Vegas. We skipped paying the $20 per person to go up to the Skypark. The Marina Bay Sands may be a big attraction in Singapore but compared to Las Vegas, it's just another casino.",2013-02-10,San Francisco,bubble_30,TravelingFinches07,Couple
239,"This casino is like Fort Knox to get in to. Our passports were examined no less than 4 times. That is a strategy guaranteed to make patrons feel like criminals, before they've even got into the casino! I've never had that level of scrutiny in any casino anywhere in the world.Once inside it is typical of casinos world wide. However, that said, they do provide free beverages, and the air con is most welcome after the sodden humidity of steamy Singapore in the rainy season.I recommend this venue if you have an hour or so to kill in Singapore, and oh yes, the casino is located in a lovely shopping mall, full of delicious designer stores.....!",2013-02-04,"Gerrards Cross, United Kingdom",bubble_30,Mickigirl1310,Couple
240,"I went to this casino just to see it is very big because my friend told me that it is a big and brand new casino. And the decoration is very nice and beautiful. Beside that, this is a new building and the toilet is great and clean.",2013-01-31,kuala lumpur,bubble_50,jasmineorenji,Couple
241,"The minimum is 25 S $ (about 2000 yen), more than twice as high as in Seoul. Even that alone is considerable pressure · · ·. The dealer only draws one open card, the system that draws the second piece after the player finishes. What is ... · · · Players (especially the third base) do not draw · Do not draw big changes. Even if we make funny quotes, no one says anything. Conclusion · · · · · · If you do blackjack in Asia, Seoul is the best! !",2013-01-24,"Kasugai, Japan",bubble_20,kitta777,Couple
242,"You need to bring your passport to get in for free as a foreigner. Locals have to pay, presumably to deter them from gambling, but I guess some love it enough that they are willing to fork over the fee.I didn't think it was appropriate to take photos inside, so I don't have any pics of this place. Looks similar to Bellagio or any other large casino in Las Vegas though.They have dispensers along the sides for free hot water, Chinese tea, coffee, and hot Milo, yum! I can't even count how many cups we downed because we were so cold from all the air-conditioning.I'm not a huge gambler, so we just walked around to check out the surroundings and see how large the hands were. I'll occasionally play slots, but I couldn't find my favorite game--Wheel of Fortune.I finally spied a few small banks along one side, but several of the machines were under repair. I did try my luck on another game, lost it all, and then gained it all back and then some. But it was a $0.02 machine, so even if you strike gold, your total winnings are still miniscule. But I see it as entertainment value for low stakes. It was fun to show my skeptical bf that slots could be fun by only playing $10 or $20. Hey, in Singapore, my winnings were enough to pay for a nice meal! :)I didn't like how the ground floor was smoking, as it's always a bit annoying for non-smokers. But upstairs, the non-smoking section was just around the room in an O formation and didn't seem as impressive as the massive layout on the ground floor.",2013-01-19,Los Angeles California,bubble_30,I-Lin10,Couple
243,"When I went to play in Singapore, the casino also tried to come. Needless to say the hotel is gorgeous, I went to the casino excitingly, but neither the entrance nor the exit was sick and sick. Because I thought that the whole Singapore was a non-smoking cessation, I was wondering if I can play the casino in a good mood, but I became hated because of the smell of cigarettes. The number of tables and the number of slot machines were dominated by 2 floors, but ,,,",2012-12-01,"Fukushima Prefecture, Japan",bubble_30,Passport803970,Couple
244,"Singapore boasts of one of the best casinos in Asia and here we have a posh 5 star look-a-like casino @ Marina bay Sands. PROS: The casino is very well managed and accommodates a smoke free and a clean environment for its guests.Cons: 1) I am a fan of the chinese Sic Bo , and found that here the die are rolled and kept covered till we bet, and finally uncovered to reveal the numbers only after some time passes.. and this procedure was not clearly transparent, as what we get to see at other casinos like the one in Genting, Malaysia.Keeping that in view, the table definitely lost good customers. They really need to take care of it.2) MBS mgmt need to understand the fine line between being professional and Rude to the customers! I noticed the staff being cold and rude at times to the aged customers , especially first timers.IMO: If you are really in for gamble, better avoid this place and go to Sentosa(if you are not visiting Genting Malaysia).",2012-11-19,United Arab Emirates,bubble_30,Prince_Parasher,Couple
245,"Iconic design it may be but this casino just has no personality or character to it. The staff are automaton-like with not a hint of engagement - much like cardboard cut-outs. I am not a big casino-goer but have had some memorable experiences in Vegas and Macau. I could not wait to leave. And, did so promptly.If gamble you must, then go...otherwise find some other Singapore attraction to take in - I wish we had!!",2012-11-14,Kerobokan,bubble_30,DancingOwner,Couple
